mmsi1,mmsi2,distance_km,sog1,cog1,cog_diff_1,sog_diff_1,lat_rad_1,lon_rad_1,length_1,vessel_type_1,sog2,cog2,cog_diff_2,sog_diff_2,lat_rad_2,lon_rad_2,length_2,vessel_type_2,TCPA,DCPA,tcpa_type,base_date_time,movement_state,anomaly_dcpa_tcpa
205670000.0,338306357.0,34.96630996543025,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,4.8,171.5,,,0.5930209919256254,-2.067308465066869,10.0,36.0,-0.0589056059539982,0.3098984382342285,dynamic,2025-06-01,moving,False
205670000.0,338320694.0,34.869275781160525,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.1,188.4,,,0.5929843400113334,-2.0673335978080982,20.0,36.0,-2.19543973475936,0.4504516089366488,dynamic,2025-06-01,anchored,False
205670000.0,338326628.0,9.047113387903442,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,106.5,,,0.5890294239263143,-2.061481159760311,19.0,37.0,0.0,0.1580388384860713,static,2025-06-01,anchored,False
205670000.0,338330108.0,35.01612252272563,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.1,207.0,,,0.5930140106086174,-2.0673337723410232,,36.0,-1.3207349024462196,0.5581115536783832,dynamic,2025-06-01,anchored,False
205670000.0,338344191.0,39.03907581094509,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,4.1,144.0,,,0.593261323763625,-2.0681514590955827,11.0,36.0,-0.0888767771197162,0.080487676418968,dynamic,2025-06-01,moving,False
205670000.0,338362213.0,9.095877667139256,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,5.0,315.0,,,0.5891526441715051,-2.061508037830792,14.0,30.0,-0.0082592009406166,0.1392236870056452,dynamic,2025-06-01,moving,False
205670000.0,338366226.0,6.614774385124299,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,37.9,,,0.5885838413682801,-2.064387831096582,23.0,31.0,0.0,0.1155592411898078,static,2025-06-01,anchored,False
205670000.0,338390977.0,9.319171034843022,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,198.9,,,0.5891203555803431,-2.061453583558129,9.0,37.0,0.0,0.1627635968186381,static,2025-06-01,anchored,False
205670000.0,338394593.0,4.326595484745174,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,4.0,62.5,,,0.5894305005884226,-2.063156326776375,13.0,37.0,0.004674570991107,0.066627070664914,dynamic,2025-06-01,moving,False
205670000.0,338397741.0,35.29164433803373,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,99.3,,,0.5930304167035861,-2.067391891805115,13.0,36.0,0.0,0.6141730569894184,static,2025-06-01,anchored,False
205670000.0,338429247.0,12.607050066994264,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,293.0,,,0.5886349795153636,-2.06078058459856,12.0,37.0,0.0,0.2202769270605936,static,2025-06-01,anchored,False
